"cells","samples","cell.types","treatment.group","Cohort","no.of.genes","no.of.reads"
"cy79_p3_CD45_pos_PD1_neg_E11_S155_comb","Mel79","B.cell","treatment.naive","Tirosh",2298,28094
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C12_S516_comb","Mel79","B.cell","treatment.naive","Tirosh",2257,32506
"cy94_cd45pos_A09_S105_comb","Mel94","B.cell","post.treatment","Tirosh",7112,989956
"Cy74_CD45_C10_S418_comb","Mel74","?","post.treatment","Tirosh",3196,135606
"CY89FNA_C06_S222_comb","Mel89","B.cell","treatment.naive","Tirosh",2851,79436
"CY84_PRIM_POS_ALL_8_E10_S154_comb","Mel84","NK","treatment.naive","Tirosh",3542,261834
"cy60_1_cd_45_pos_3_H10_S382_comb","Mel60","B.cell","post.treatment","Tirosh",2147,34165
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H06_S1050_comb","Mel60","B.cell","post.treatment","Tirosh",3010,67903
"cy94_cd45pos_F01_S157_comb","Mel94","T.CD8","post.treatment","Tirosh",4660,203282
"cy53_1_CD45_pos_1_D06_S42_comb","Mel53","Macrophage","treatment.naive","Tirosh",5865,278588
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B01_S973_comb","Mel60","B.cell","post.treatment","Tirosh",3182,83700
"cy53_1_CD45_neg_H03_S375_comb","Mel53","Endo.","treatment.naive","Tirosh",4216,60906
"CY88CD45POS_2_F02_S446_comb","Mel88","?","post.treatment","Tirosh",2212,405921
"cy80_CD45_neg_B05_S881_comb","Mel80","Mal","treatment.naive","Tirosh",2423,18996
"cy60_1_cd_45_pos_4_A12_S12_comb","Mel60","B.cell","post.treatment","Tirosh",2943,44136
"Cy81_Bulk_CD45_F04_S160_comb","Mel81","Endo.","treatment.naive","Tirosh",3165,162839
"cy60_1_cd_45_pos_3_F05_S353_comb","Mel60","B.cell","post.treatment","Tirosh",2277,37848
"CY89FNAQ2_D04_S424_comb","Mel89","Mal","treatment.naive","Tirosh",9425,140418
"cy58_1_CD45_pos_H11_S671_comb","Mel58","Macrophage","post.treatment","Tirosh",8319,426163
"CY89COREQ1_E11_S347_comb","Mel89","B.cell","treatment.naive","Tirosh",3184,118983
"cy84_Primary_CD45_pos_A04_S388_comb","Mel84","B.cell","treatment.naive","Tirosh",3713,139667
"cy53_1_CD45_neg_G10_S370_comb","Mel53","CAF","treatment.naive","Tirosh",4085,93225
"cy60_1_cd_45_pos_3_D05_S329_comb","Mel60","B.cell","post.treatment","Tirosh",2620,52981
"CY89COREQ1_C02_S314_comb","Mel89","B.cell","treatment.naive","Tirosh",4434,251789
"cy80_Cd45_pos_PD1_pos_C12_S72_comb","Mel80","T.CD4","treatment.naive","Tirosh",7003,266748
"cy94_cd45pos_4_C06_S30_comb","Mel94","B.cell","post.treatment","Tirosh",4148,141039
"cy80_CD45_neg_H05_S953_comb","Mel80","?","treatment.naive","Tirosh",3456,12735
"cy60_1_cd_45_pos_3_E08_S344_comb","Mel60","B.cell","post.treatment","Tirosh",4067,116668
"cy94_cd45neg_cd90pos_F01_S349_comb","Mel94","CAF","post.treatment","Tirosh",5664,1762920
"Cy72_CD45_G03_S747_comb","Mel72","?","post.treatment","Tirosh",2528,112674
"CY89A_CD45_POS_6_B07_S115_comb","Mel89","B.cell","treatment.naive","Tirosh",2991,80333
"cy84_Primary_CD45_pos_A12_S396_comb","Mel84","B.cell","treatment.naive","Tirosh",3636,93654
"CY94CD45POS_1_G02_S170_comb","Mel94","B.cell","post.treatment","Tirosh",8293,580184
"cy78_CD45_neg_3_B03_S687_comb","Mel78","Mal","post.treatment","Tirosh",4945,132459
"CY89A_CD45_POS_6_C11_S131_comb","Mel89","T.cell","treatment.naive","Tirosh",3356,162267
"cy80_CD45_pos_PD1_pos_E01_S145_comb","Mel80","B.cell","treatment.naive","Tirosh",4015,139790
"CY89FNA_G05_S269_comb","Mel89","B.cell","treatment.naive","Tirosh",2674,102942
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A12_S972_comb","Mel60","B.cell","post.treatment","Tirosh",2675,57850
"cy82_CD45_pos_2_D09_S525_comb","Mel82","Macrophage","treatment.naive","Tirosh",3803,294129
"CY89FNA_E07_S247_comb","Mel89","B.cell","treatment.naive","Tirosh",3248,73560
"CY89FNA_B07_S211_comb","Mel89","?","treatment.naive","Tirosh",3356,281282
"cy80_CD45_neg_G02_S458_comb","Mel80","Mal","treatment.naive","Tirosh",11207,327214
"cy53_1_CD45_pos_1_H12_S96_comb","Mel53","Macrophage","treatment.naive","Tirosh",9504,96177
"CY89FNA_G03_S267_comb","Mel89","B.cell","treatment.naive","Tirosh",3167,140351
"cy94_cd45pos_H09_S189_comb","Mel94","B.cell","post.treatment","Tirosh",3819,325244
"cy82_CD45_pos_1_C12_S516_comb","Mel82","?","treatment.naive","Tirosh",5116,281662
"CY88CD45_150813_C02_S314_comb","Mel88","Macrophage","post.treatment","Tirosh",3003,79399
"cy60_1_cd_45_pos_3_C10_S322_comb","Mel60","B.cell","post.treatment","Tirosh",2897,82798
"cy79_p3_CD45_pos_PD1_neg_F03_S159_comb","Mel79","B.cell","treatment.naive","Tirosh",2708,37557
"cy82_CD45_pos_3_C08_S32_comb","Mel82","NK","treatment.naive","Tirosh",3454,96865
"cy80_Cd45_pos_PD1_pos_S136_F04_S136_comb","Mel80","T.CD4","treatment.naive","Tirosh",6457,219091
"Cy81_Bulk_CD45_C09_S129_comb","Mel81","?","treatment.naive","Tirosh",13276,335832
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G03_S555_comb","Mel79","B.cell","treatment.naive","Tirosh",3098,46642
"cy53_1_CD45_pos_2_B09_S981_comb","Mel53","Macrophage","treatment.naive","Tirosh",3672,33158
"cy80_Cd45_pos_Pd1_neg_S245_C05_S245_comb","Mel80","B.cell","treatment.naive","Tirosh",4521,130303
"Cy72_CD45_B09_S693_comb","Mel72","B.cell","post.treatment","Tirosh",2916,44518
"cy94_cd45pos_4_C02_S26_comb","Mel94","T.cell","post.treatment","Tirosh",2751,48046
"cy94_cd45neg_cd90pos_A01_S289_comb","Mel94","Endo.","post.treatment","Tirosh",5401,153764
"cy80_CD45_neg_F10_S454_comb","Mel80","B.cell","treatment.naive","Tirosh",2525,43270
"cy84_Primary_CD45_pos_D12_S432_comb","Mel84","B.cell","treatment.naive","Tirosh",3194,74461
"cy80_Cd45_pos_Pd1_neg_S297_E09_S297_comb","Mel80","B.cell","treatment.naive","Tirosh",4254,120894
"CY89A_CD45_POS_6_A11_S107_comb","Mel89","B.cell","treatment.naive","Tirosh",2890,91531
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D08_S524_comb","Mel79","B.cell","treatment.naive","Tirosh",2850,22786
"CY88CD45_150813_H06_S378_comb","Mel88","?","post.treatment","Tirosh",2306,47158
"CY89COREQ1_F05_S353_comb","Mel89","B.cell","treatment.naive","Tirosh",3982,171803
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A10_S970_comb","Mel60","B.cell","post.treatment","Tirosh",3376,81230
"cy60_1_cd_45_pos_3_E05_S341_comb","Mel60","B.cell","post.treatment","Tirosh",2649,94330
"cy72_CD45_pos_H04_S952_comb","Mel72","B.cell","post.treatment","Tirosh",3634,84806
"cy80_CD_90_pos_F07_S931_comb","Mel80","CAF","treatment.naive","Tirosh",7958,149525
"cy60_1_cd_45_pos_3_D03_S327_comb","Mel60","B.cell","post.treatment","Tirosh",3475,84756
"Cy81_Bulk_CD45_G05_S173_comb","Mel81","?","treatment.naive","Tirosh",2360,198402
"cy94_cd45pos_B04_S112_comb","Mel94","B.cell","post.treatment","Tirosh",6119,295775
"cy80_CD45_pos_PD1_pos_H01_S181_comb","Mel80","NK","treatment.naive","Tirosh",4881,285148
"CY88CD45POS_2_H11_S479_comb","Mel88","B.cell","post.treatment","Tirosh",2939,130725
"CY89A_Core_15_C04_S28_comb","Mel89","B.cell","treatment.naive","Tirosh",2231,39029
"CY84_PRIM_POS_ALL_8_B06_S114_comb","Mel84","Macrophage","treatment.naive","Tirosh",2168,34617
"cy80_Cd45_pos_Pd1_neg_S291_E03_S291_comb","Mel80","B.cell","treatment.naive","Tirosh",3976,91573
"cy80_Cd45_pos_Pd1_neg_S266_D02_S266_comb","Mel80","B.cell","treatment.naive","Tirosh",1988,8614
"cy53_1_CD45_pos_1_A09_S9_comb","Mel53","NK","treatment.naive","Tirosh",5575,292225
"CY89FNA_F08_S260_comb","Mel89","?","treatment.naive","Tirosh",2109,22653
"CY89A_CD45_POS_10_A02_S194_comb","Mel89","B.cell","treatment.naive","Tirosh",3313,60466
"Cy81_Bulk_CD45_G08_S176_comb","Mel81","CAF","treatment.naive","Tirosh",3296,275147
"cy80_CD45_neg_E09_S441_comb","Mel80","T.CD8","treatment.naive","Tirosh",3893,138407
"cy80_CD_90_pos_C05_S893_comb","Mel80","CAF","treatment.naive","Tirosh",8425,139512
"cy60_1_cd_45_pos_4_E08_S56_comb","Mel60","T.cell","post.treatment","Tirosh",3073,104165
"CY94CD45POS_1_C03_S123_comb","Mel94","B.cell","post.treatment","Tirosh",6925,506656
"cy80_Cd45_pos_Pd1_neg_S342_G06_S342_comb","Mel80","B.cell","treatment.naive","Tirosh",3207,33917
"CY88CD45_150813_D09_S333_comb","Mel88","B.cell","post.treatment","Tirosh",4617,631479
"CY89A_CD45_POS_6_F01_S157_comb","Mel89","NK","treatment.naive","Tirosh",3250,92351
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A12_S12_comb","Mel79","?","treatment.naive","Tirosh",2400,11603
"cy80_Cd45_pos_Pd1_neg_S369_H09_S369_comb","Mel80","B.cell","treatment.naive","Tirosh",3723,91505
"CY84_PRIM_POS_ALL_7_F12_S264_comb","Mel84","Macrophage","treatment.naive","Tirosh",3337,321498
"CY84_PRIM_POS_ALL_7_F02_S254_comb","Mel84","Mal","treatment.naive","Tirosh",8371,72421
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B05_S977_comb","Mel60","B.cell","post.treatment","Tirosh",2824,53256
"cy94_cd45neg_cd90pos_F11_S359_comb","Mel94","CAF","post.treatment","Tirosh",7669,657672
"cy79_p3_CD45_pos_PD1_neg_F01_S157_comb","Mel79","B.cell","treatment.naive","Tirosh",3695,165647
"cy80_CD45_neg_D01_S421_comb","Mel80","?","treatment.naive","Tirosh",4500,196771
"CY89A_Core_15_G02_S74_comb","Mel89","B.cell","treatment.naive","Tirosh",3314,150453
"Cy72_CD45_C10_S706_comb","Mel72","?","post.treatment","Tirosh",2319,122934
"CY88CD45_150813_C11_S323_comb","Mel88","?","post.treatment","Tirosh",4736,321810
"cy53_1_CD45_neg_B11_S311_comb","Mel53","Endo.","treatment.naive","Tirosh",4991,73633
"cy79_p3_CD45_pos_PD1_neg_B12_S120_comb","Mel79","B.cell","treatment.naive","Tirosh",2464,32276
"CY94CD45POS_1_G10_S178_comb","Mel94","B.cell","post.treatment","Tirosh",4335,348787
"cy80_CD45_pos_PD1_pos_B08_S116_comb","Mel80","B.cell","treatment.naive","Tirosh",4024,46087
"CY94CD45POS_1_A05_S101_comb","Mel94","B.cell","post.treatment","Tirosh",2505,37984
"cy53_1_CD45_neg_D07_S331_comb","Mel53","CAF","treatment.naive","Tirosh",3923,49347
"cy88_cd_45_pos_F06_S450_comb","Mel88","B.cell","post.treatment","Tirosh",2499,43987
"cy82_CD45_pos_2_H04_S568_comb","Mel82","Macrophage","treatment.naive","Tirosh",2726,165723
"cy88_cd45pos_5_E04_S244_comb","Mel88","T.CD8","post.treatment","Tirosh",4890,1156694
"CY89COREQ1_E06_S342_comb","Mel89","B.cell","treatment.naive","Tirosh",5053,168292
"cy88_cd45pos_5_D01_S229_comb","Mel88","Macrophage","post.treatment","Tirosh",8105,3520137
"cy88_cd45pos_5_D02_S230_comb","Mel88","B.cell","post.treatment","Tirosh",2851,90584
"cy79_p3_CD45_pos_PD1_neg_C07_S127_comb","Mel79","B.cell","treatment.naive","Tirosh",3305,171549
"CY89A_Core_15_A05_S5_comb","Mel89","B.cell","treatment.naive","Tirosh",3287,47471
"CY89COREQ1_C12_S324_comb","Mel89","B.cell","treatment.naive","Tirosh",3233,105505
"Cy81_Bulk_CD45_B08_S116_comb","Mel81","CAF","treatment.naive","Tirosh",4084,342480
"CY89COREQ1_E10_S346_comb","Mel89","?","treatment.naive","Tirosh",4195,178443
"cy80_CD45_neg_C10_S898_comb","Mel80","B.cell","treatment.naive","Tirosh",3346,30715
"cy53_1_CD45_pos_1_A02_S2_comb","Mel53","NK","treatment.naive","Tirosh",4992,338932
"cy58_1_CD45_pos_C04_S604_comb","Mel58","NK","post.treatment","Tirosh",4524,130788
"cy53_1_CD45_neg_H07_S379_comb","Mel53","Endo.","treatment.naive","Tirosh",4193,60884
"Cy81_FNA_CD45_H05_S281_comb","Mel81","B.cell","treatment.naive","Tirosh",3087,234464
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B11_S503_comb","Mel79","B.cell","treatment.naive","Tirosh",2058,17479
"cy82_CD45_pos_2_C04_S508_comb","Mel82","Macrophage","treatment.naive","Tirosh",3557,174221
"cy82_CD45_pos_1_F01_S541_comb","Mel82","B.cell","treatment.naive","Tirosh",3126,141444
"cy53_1_CD45_pos_2_H12_S1056_comb","Mel53","Macrophage","treatment.naive","Tirosh",7567,44673
"Cy72_CD45_A06_S678_comb","Mel72","?","post.treatment","Tirosh",4022,266781
"Cy72_CD45_F10_S742_comb","Mel72","B.cell","post.treatment","Tirosh",3601,238447
"CY94CD45POS_1_E07_S151_comb","Mel94","B.cell","post.treatment","Tirosh",3743,158053
"cy60_1_cd_45_pos_4_C09_S33_comb","Mel60","B.cell","post.treatment","Tirosh",2778,45036
"cy80_CD_90_pos_B02_S878_comb","Mel80","CAF","treatment.naive","Tirosh",8197,146141
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G08_S560_comb","Mel79","B.cell","treatment.naive","Tirosh",3968,102024
"CY88CD45_150813_G11_S371_comb","Mel88","Macrophage","post.treatment","Tirosh",6016,374835
"CY89COREQ1_B10_S310_comb","Mel89","B.cell","treatment.naive","Tirosh",3294,99500
"cy60_1_cd_45_pos_4_H06_S90_comb","Mel60","B.cell","post.treatment","Tirosh",4405,164240
"CY84_PRIM_POS_ALL_8_D04_S136_comb","Mel84","Macrophage","treatment.naive","Tirosh",3799,287543
"CY88CD45POS_2_F01_S445_comb","Mel88","T.CD4","post.treatment","Tirosh",2541,108501
"Cy80_II_CD45_C12_S900_comb","Mel80","Endo.","treatment.naive","Tirosh",3901,138022
"Cy74_CD45_A02_S386_comb","Mel74","?","post.treatment","Tirosh",2457,143086
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H08_S1052_comb","Mel60","?","post.treatment","Tirosh",3224,32539
"cy80_Cd45_pos_PD1_pos_D01_S85_comb","Mel80","T.CD4","treatment.naive","Tirosh",6461,224968
"cy58_1_CD45_pos_B03_S591_comb","Mel58","T.cell","post.treatment","Tirosh",3355,53258
"cy82_CD45_pos_1_D06_S522_comb","Mel82","?","treatment.naive","Tirosh",2149,471864
"cy81_Bulk_CD45_neg_G02_S170_comb","Mel81","Mal","treatment.naive","Tirosh",2530,177261
"cy80_CD45_neg_A04_S868_comb","Mel80","Endo.","treatment.naive","Tirosh",5125,127315
"CY89A_CD45_POS_6_C04_S124_comb","Mel89","B.cell","treatment.naive","Tirosh",3776,199206
"cy58_1_CD45_pos_A09_S585_comb","Mel58","Macrophage","post.treatment","Tirosh",2042,63360
"CY89A_Core_15_E11_S59_comb","Mel89","B.cell","treatment.naive","Tirosh",2430,50956
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C05_S989_comb","Mel60","B.cell","post.treatment","Tirosh",2861,60683
"CY88CD45_150813_A01_S289_comb","Mel88","?","post.treatment","Tirosh",3822,529574
"cy60_1_cd_45_pos_3_E11_S347_comb","Mel60","Macrophage","post.treatment","Tirosh",2343,53552
"cy60_1_cd_45_pos_4_C11_S35_comb","Mel60","NK","post.treatment","Tirosh",2177,23240
"CY58_1_CD45_H08_S1052_comb","Mel58","?","post.treatment","Tirosh",3372,61434
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H03_S1047_comb","Mel60","B.cell","post.treatment","Tirosh",2876,67503
"cy60_1_cd_45_pos_4_E03_S51_comb","Mel60","B.cell","post.treatment","Tirosh",2999,82360
"CY58_1_CD45_F08_S1028_comb","Mel58","NK","post.treatment","Tirosh",3276,90516
"cy80_CD45_neg_E02_S434_comb","Mel80","?","treatment.naive","Tirosh",4836,228877
"CY89FNAQ2_A03_S387_comb","Mel89","Mal","treatment.naive","Tirosh",10452,192370
"cy58_1_CD45_pos_G11_S659_comb","Mel58","NK","post.treatment","Tirosh",2978,38711
"CY89A_CD45_POS_6_D09_S141_comb","Mel89","T.CD4","treatment.naive","Tirosh",2811,95126
"cy79_p3_CD45_pos_PD1_neg_A05_S101_comb","Mel79","B.cell","treatment.naive","Tirosh",2843,42504
"CY88_3_E09_S633_comb","Mel88","Mal","post.treatment","Tirosh",4078,130793
"Cy72_CD45_A03_S675_comb","Mel72","B.cell","post.treatment","Tirosh",3340,174901
"cy80_Cd45_pos_Pd1_neg_S267_D03_S267_comb","Mel80","B.cell","treatment.naive","Tirosh",4007,78283
"CY89COREQ1_G11_S371_comb","Mel89","B.cell","treatment.naive","Tirosh",3535,100271
"Cy72_CD45_C03_S699_comb","Mel72","B.cell","post.treatment","Tirosh",3442,212772
"cy80_CD45_neg_C08_S896_comb","Mel80","?","treatment.naive","Tirosh",3444,68616
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D10_S526_comb","Mel79","B.cell","treatment.naive","Tirosh",2773,33070
"Cy81_FNA_CD45_G11_S275_comb","Mel81","B.cell","treatment.naive","Tirosh",4589,711516
"cy94_cd45neg_cd90pos_E10_S346_comb","Mel94","?","post.treatment","Tirosh",6930,321500
"cy94_cd45pos_4_G06_S78_comb","Mel94","B.cell","post.treatment","Tirosh",4113,343199
"cy94_cd45neg_cd90pos_F08_S356_comb","Mel94","?","post.treatment","Tirosh",8812,259066
"cy84_Met_CD45_pos_H09_S957_comb","Mel84","Macrophage","treatment.naive","Tirosh",2627,65188
"cy78_CD45_neg_2_B11_S599_comb","Mel78","Mal","post.treatment","Tirosh",3034,23448
"Cy72_CD45_C06_S702_comb","Mel72","B.cell","post.treatment","Tirosh",3439,231243
"cy53_1_CD45_neg_G06_S366_comb","Mel53","NK","treatment.naive","Tirosh",2824,40386
"cy82_CD45_pos_3_H01_S85_comb","Mel82","?","treatment.naive","Tirosh",11113,719919
"Cy71_CD45_B04_S496_comb","Mel71","Mal","treatment.naive","Tirosh",4348,142905
"Cy74_CD45_F10_S454_comb","Mel74","B.cell","post.treatment","Tirosh",2768,116306
"cy88_cd45pos_5_B01_S205_comb","Mel88","Macrophage","post.treatment","Tirosh",6936,2596470
"cy84_Primary_CD45_pos_A10_S394_comb","Mel84","B.cell","treatment.naive","Tirosh",3867,140243
"Cy81_Bulk_CD45_E11_S155_comb","Mel81","?","treatment.naive","Tirosh",2278,93552
"cy60_1_cd_45_pos_4_A03_S3_comb","Mel60","B.cell","post.treatment","Tirosh",3583,85923
"cy78_CD45_neg_3_A06_S678_comb","Mel78","Mal","post.treatment","Tirosh",5085,212307
"CY94CD45POS_1_C05_S125_comb","Mel94","B.cell","post.treatment","Tirosh",5904,339468
"CY89A_Core_15_B09_S21_comb","Mel89","B.cell","treatment.naive","Tirosh",3067,80722
"CY89COREQ1_B08_S308_comb","Mel89","B.cell","treatment.naive","Tirosh",3192,84292
"cy82_CD45_pos_3_A07_S7_comb","Mel82","NK","treatment.naive","Tirosh",2431,142403
"CY89CORE11_E07_S151_comb","Mel89","Mal","treatment.naive","Tirosh",2300,77653
"cy79_p5_CD45_neg_PDL1_pos_A05_S677_comb","Mel79","Mal","treatment.naive","Tirosh",3070,55312
"Cy80_II_CD45_G10_S946_comb","Mel80","Endo.","treatment.naive","Tirosh",4247,157031
"CY89NEG_D04_S40_comb","Mel89","Mal","treatment.naive","Tirosh",4822,176303
"cy79_p3_CD45_neg_PDL1_neg_G02_S266_comb","Mel79","Endo.","treatment.naive","Tirosh",4496,256429
"Cy80_II_CD45_F08_S932_comb","Mel80","Endo.","treatment.naive","Tirosh",4291,212158
"CY89A_Core_15_D11_S47_comb","Mel89","B.cell","treatment.naive","Tirosh",2491,50030
"cy53_1_CD45_pos_1_A08_S8_comb","Mel53","NK","treatment.naive","Tirosh",4494,194702
"CY89COREQ1_G07_S367_comb","Mel89","B.cell","treatment.naive","Tirosh",2722,57000
"cy80_Cd45_pos_Pd1_neg_S289_E01_S289_comb","Mel80","B.cell","treatment.naive","Tirosh",3959,87397
"CY88CD45_150813_E09_S345_comb","Mel88","Macrophage","post.treatment","Tirosh",6844,1128015
"CY89FNA_A10_S202_comb","Mel89","B.cell","treatment.naive","Tirosh",3273,224414
"cy72_CD45_pos_G09_S945_comb","Mel72","B.cell","post.treatment","Tirosh",3496,119230
"cy80_CD_90_pos_G06_S942_comb","Mel80","CAF","treatment.naive","Tirosh",9218,340331
"Cy72_CD45_F04_S736_comb","Mel72","B.cell","post.treatment","Tirosh",2058,31955
"cy79_p3_CD45_pos_PD1_neg_G10_S178_comb","Mel79","B.cell","treatment.naive","Tirosh",4297,148841
"cy94_cd45pos_G04_S172_comb","Mel94","B.cell","post.treatment","Tirosh",3502,62120
"cy53_1_CD45_pos_2_C12_S996_comb","Mel53","Macrophage","treatment.naive","Tirosh",4444,134916
"cy79_p3_CD45_pos_PD1_neg_E05_S149_comb","Mel79","B.cell","treatment.naive","Tirosh",2253,40715
"cy60_1_cd_45_pos_3_F07_S355_comb","Mel60","B.cell","post.treatment","Tirosh",3134,91468
"cy53_1_CD45_pos_2_C10_S994_comb","Mel53","Macrophage","treatment.naive","Tirosh",5868,132100
"CY89FNA_E03_S243_comb","Mel89","Macrophage","treatment.naive","Tirosh",4816,239541
"cy60_1_cd_45_pos_4_D08_S44_comb","Mel60","B.cell","post.treatment","Tirosh",2257,21851
"cy94_cd45pos_G05_S173_comb","Mel94","B.cell","post.treatment","Tirosh",4745,185669
"cy94_cd45neg_cd90pos_G02_S362_comb","Mel94","?","post.treatment","Tirosh",8820,972831
"cy60_1_cd_45_pos_4_G04_S76_comb","Mel60","B.cell","post.treatment","Tirosh",3583,30967
"cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb","Mel79","Mal","treatment.naive","Tirosh",2260,327379
"cy79_p3_CD45_neg_PDL1_neg_G06_S270_comb","Mel79","Mal","treatment.naive","Tirosh",4280,137739
"cy94_cd45neg_cd90pos_H01_S373_comb","Mel94","?","post.treatment","Tirosh",5948,988429
"cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb","Mel79","Mal","treatment.naive","Tirosh",3705,301168
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E09_S537_comb","Mel79","B.cell","treatment.naive","Tirosh",2477,17334
"cy80_cd_90_neg_C03_S123_comb","Mel80","?","treatment.naive","Tirosh",2178,271066
"cy72_CD45_pos_D02_S902_comb","Mel72","B.cell","post.treatment","Tirosh",5984,355092
"cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A09_S9_comb","Mel79","Mal","treatment.naive","Tirosh",4411,85366
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G05_S1037_comb","Mel60","B.cell","post.treatment","Tirosh",2922,187828
"CY88CD45_150813_G06_S366_comb","Mel88","Macrophage","post.treatment","Tirosh",6333,690531
"cy60_1_cd_45_pos_3_A06_S294_comb","Mel60","B.cell","post.treatment","Tirosh",2437,36434
"CY88CD45POS_2_B09_S405_comb","Mel88","B.cell","post.treatment","Tirosh",5074,830829
"CY89A_CD45_POS_10_B06_S210_comb","Mel89","B.cell","treatment.naive","Tirosh",3330,77199
"CY89FNA_C09_S225_comb","Mel89","B.cell","treatment.naive","Tirosh",3227,125084
"cy84_Primary_CD45_pos_C07_S415_comb","Mel84","NK","treatment.naive","Tirosh",4019,145478
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C06_S510_comb","Mel79","B.cell","treatment.naive","Tirosh",3007,36843
"CY84_PRIM_POS_ALL_6_C05_S413_comb","Mel84","Macrophage","treatment.naive","Tirosh",5617,655239
"cy60_1_cd_45_pos_3_G07_S367_comb","Mel60","T.cell","post.treatment","Tirosh",3606,142863
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H02_S1046_comb","Mel60","B.cell","post.treatment","Tirosh",2259,47840
"cy78_CD45_neg_3_G01_S745_comb","Mel78","CAF","post.treatment","Tirosh",4013,58983
"cy82_CD45_pos_3_B12_S24_comb","Mel82","Macrophage","treatment.naive","Tirosh",5659,98615
"cy94_cd45neg_cd90pos_D03_S327_comb","Mel94","Endo.","post.treatment","Tirosh",4315,300437
"cy80_Cd45_pos_Pd1_neg_S343_G07_S343_comb","Mel80","B.cell","treatment.naive","Tirosh",3417,48369
"CY88CD45POS_2_D02_S422_comb","Mel88","T.CD4","post.treatment","Tirosh",2224,196473
"cy79_p4_CD45_neg_PDL1_pos_B08_S404_comb","Mel79","Mal","treatment.naive","Tirosh",5717,228093
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C04_S508_comb","Mel79","B.cell","treatment.naive","Tirosh",2887,28615
"CY84_PRIM_POS_ALL_6_C10_S418_comb","Mel84","Macrophage","treatment.naive","Tirosh",4048,157979
"cy60_1_cd_45_pos_3_H06_S378_comb","Mel60","B.cell","post.treatment","Tirosh",2658,52395
"cy80_CD_90_pos_E03_S915_comb","Mel80","?","treatment.naive","Tirosh",2793,28931
"Cy71_CD45_F02_S542_comb","Mel71","Mal","treatment.naive","Tirosh",3713,111507
"cy79_p3_CD45_pos_PD1_neg_B11_S119_comb","Mel79","B.cell","treatment.naive","Tirosh",2219,36431
"cy79_p3_CD45_pos_PD1_neg_A09_S105_comb","Mel79","B.cell","treatment.naive","Tirosh",2947,67407
"CY88CD45POS_7_B01_S205_comb","Mel88","?","post.treatment","Tirosh",8318,1482711
